ODB Name,Step,Frame,Part Instance Name,Node Label,X,Y,Z,Section Name,Material Name,Section Point,U-U1,U-U2
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",1,-10.9230766,0.,0.,NA,NA,"",199.407995E-03,-1.97841799
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",2,-20.8461533,0.,0.,NA,NA,"",189.616799E-03,-1.87429702
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",3,-35.7307701,0.,0.,NA,NA,"",155.872032E-03,-1.70290327
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",4,-45.6538467,0.,0.,NA,NA,"",129.734635E-03,-1.56968546
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",5,-55.5769234,0.,0.,NA,NA,"",104.961984E-03,-1.42148685
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",6,-65.5,0.,0.,NA,NA,"",83.0654427E-03,-1.26057839
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",7,-75.4230804,0.,0.,NA,NA,"",64.4862726E-03,-1.08917665
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",8,-85.3461533,0.,0.,NA,NA,"",49.1341986E-03,-909.389079E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",9,-100.230766,0.,0.,NA,NA,"",31.5734744E-03,-627.585471E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",10,-110.153847,0.,0.,NA,NA,"",22.6135310E-03,-433.531493E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",11,-120.076920,0.,0.,NA,NA,"",13.4126702E-03,-233.766556E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",12,-1.,0.,0.,NA,NA,"",199.773878E-03,-2.09085369
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",13,-130.,0.,0.,NA,NA,"",1.40129846E-45,-1.50000004E-33
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",14,-500.E-03,10.,0.,NA,NA,"",320.522070E-03,-2.09704566
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",15,0.,20.,0.,NA,NA,"",493.626356E-03,-2.08273578
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",16,500.E-03,10.,0.,NA,NA,"",665.119827E-03,-2.09671164
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",17,250.E-03,15.,0.,NA,NA,"",597.783923E-03,-2.09624481
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",18,1.,0.,0.,NA,NA,"",786.023498E-03,-2.09060740
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",19,120.076920,0.,0.,NA,NA,"",972.550213E-03,-233.744755E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",20,110.153847,0.,0.,NA,NA,"",963.351786E-03,-433.501333E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",21,95.2692337,0.,0.,NA,NA,"",949.227989E-03,-722.868681E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",22,85.3461533,0.,0.,NA,NA,"",936.864495E-03,-909.385741E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",23,75.4230804,0.,0.,NA,NA,"",921.487510E-03,-1.08918357
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",24,65.5,0.,0.,NA,NA,"",902.881742E-03,-1.26054990
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",25,55.5769234,0.,0.,NA,NA,"",880.975425E-03,-1.42150092
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",26,45.6538467,0.,0.,NA,NA,"",856.155157E-03,-1.56961989
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",27,30.7692299,0.,0.,NA,NA,"",817.335546E-03,-1.76355207
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",28,20.8461533,0.,0.,NA,NA,"",796.132147E-03,-1.87406909
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",29,10.9230766,0.,0.,NA,NA,"",786.338031E-03,-1.97808540
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",30,130.,0.,0.,NA,NA,"",985.946596E-03,-1.50000004E-33
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",31,130.,25.,0.,NA,NA,"",479.787230E-03,-42.9492146E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",32,130.,15.,0.,NA,NA,"",671.660006E-03,-36.7654972E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",33,130.,40.,0.,NA,NA,"",190.295130E-03,-44.1678911E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",34,53.5294113,40.,0.,NA,NA,"",274.610609E-03,-1.45602381
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",35,63.7254906,40.,0.,NA,NA,"",253.113598E-03,-1.29045856
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",36,73.9215698,40.,0.,NA,NA,"",234.211639E-03,-1.11549997
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",37,84.1176453,40.,0.,NA,NA,"",218.242079E-03,-931.698799E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",38,99.4117661,40.,0.,NA,NA,"",200.471997E-03,-642.515957E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",39,109.607841,40.,0.,NA,NA,"",193.406582E-03,-443.514109E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",40,119.803925,40.,0.,NA,NA,"",190.533563E-03,-242.988512E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",41,43.3333321,40.,0.,NA,NA,"",300.804973E-03,-1.62039018
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",42,-33.1372566,40.,0.,NA,NA,"",656.428218E-03,-1.74354708
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",43,-22.9411774,40.,0.,NA,NA,"",625.465274E-03,-1.86478996
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",44,-12.7450981,40.,0.,NA,NA,"",580.630481E-03,-1.96892393
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",45,-2.54901958,40.,0.,NA,NA,"",512.454271E-03,-2.02761984
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",46,12.7450981,40.,0.,NA,NA,"",405.339360E-03,-1.96822286
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",47,22.9411774,40.,0.,NA,NA,"",360.690892E-03,-1.86470377
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",48,33.1372566,40.,0.,NA,NA,"",329.567760E-03,-1.74354661
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",49,-43.3333321,40.,0.,NA,NA,"",685.256660E-03,-1.62057984
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",50,-119.803925,40.,0.,NA,NA,"",795.441508E-03,-243.006572E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",51,-109.607841,40.,0.,NA,NA,"",792.568982E-03,-443.539470E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",52,-99.4117661,40.,0.,NA,NA,"",785.499632E-03,-642.538369E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",53,-84.1176453,40.,0.,NA,NA,"",767.715931E-03,-931.725562E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",54,-73.9215698,40.,0.,NA,NA,"",751.738727E-03,-1.11552012
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",55,-63.7254906,40.,0.,NA,NA,"",732.830644E-03,-1.29045832
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",56,-53.5294113,40.,0.,NA,NA,"",711.393714E-03,-1.45601904
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",57,-130.,40.,0.,NA,NA,"",795.677722E-03,-44.1874117E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",58,-130.,15.,0.,NA,NA,"",314.310849E-03,-36.7812589E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",59,-130.,25.,0.,NA,NA,"",506.183684E-03,-42.9646522E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",60,-5.49018860,10.0322247,0.,NA,NA,"",320.702970E-03,-2.03612709
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",61,-15.9554939,9.90990448,0.,NA,NA,"",310.713142E-03,-1.92993569
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",62,-26.3597794,9.98678684,0.,NA,NA,"",296.685427E-03,-1.82151842
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",63,-36.6128120,9.82522774,0.,NA,NA,"",280.200779E-03,-1.69897139
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",64,-46.7380219,9.11653805,0.,NA,NA,"",256.610751E-03,-1.56069458
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",65,-56.2391815,8.93867207,0.,NA,NA,"",241.429031E-03,-1.41677928
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",66,-65.7689362,8.78485298,0.,NA,NA,"",227.645099E-03,-1.26090324
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",67,-80.1063156,9.63573360,0.,NA,NA,"",228.403643E-03,-1.00923431
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",68,-89.9815063,9.84735680,0.,NA,NA,"",225.152478E-03,-826.218724E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",69,-99.8943024,9.99108791,0.,NA,NA,"",222.479880E-03,-636.520922E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",70,-109.846550,10.1412039,0.,NA,NA,"",221.924126E-03,-441.266060E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",71,-119.869972,10.1722603,0.,NA,NA,"",221.866935E-03,-239.168882E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",72,-4.68603754,19.3524952,0.,NA,NA,"",453.824162E-03,-2.04120255
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",73,-16.7383308,18.1022015,0.,NA,NA,"",405.498534E-03,-1.92979753
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",74,-26.2259293,20.5367336,0.,NA,NA,"",422.024399E-03,-1.83116961
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",75,-38.6777420,20.3084736,0.,NA,NA,"",415.019184E-03,-1.67760706
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",76,-46.3036575,21.6998005,0.,NA,NA,"",433.277547E-03,-1.57162845
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",77,-58.2099762,19.1729240,0.,NA,NA,"",396.066397E-03,-1.38842428
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",78,-68.6877213,19.1844769,0.,NA,NA,"",395.579934E-03,-1.21332204
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",79,-79.5510635,19.8459091,0.,NA,NA,"",406.456947E-03,-1.02067947
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",80,-89.6493683,20.1137886,0.,NA,NA,"",411.362171E-03,-833.381534E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",81,-99.5480347,20.2409439,0.,NA,NA,"",414.171785E-03,-643.560588E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",82,-109.498512,20.3094807,0.,NA,NA,"",416.410089E-03,-447.922915E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",83,-119.668976,20.2512226,0.,NA,NA,"",416.256905E-03,-244.660914E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",84,119.707550,20.1151276,0.,NA,NA,"",572.309911E-03,-243.847936E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",85,109.026146,20.2711811,0.,NA,NA,"",570.345163E-03,-457.286626E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",86,99.6129913,23.0605125,0.,NA,NA,"",519.374967E-03,-641.968668E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",87,88.8603897,17.6614552,0.,NA,NA,"",618.795216E-03,-848.227501E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",88,79.2222672,21.9356422,0.,NA,NA,"",543.337941E-03,-1.02653706
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",89,69.3845596,21.8072128,0.,NA,NA,"",547.285795E-03,-1.20108640
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",90,59.5300369,21.5106297,0.,NA,NA,"",553.875327E-03,-1.36689377
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",91,48.6724701,19.4016495,0.,NA,NA,"",585.307598E-03,-1.53658772
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",92,35.9703674,19.9755077,0.,NA,NA,"",574.694037E-03,-1.71267879
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",93,31.1023083,18.3155441,0.,NA,NA,"",593.312383E-03,-1.77222073
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",94,21.1615467,18.4522743,0.,NA,NA,"",583.055079E-03,-1.88478923
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",95,5.57967758,19.6177998,0.,NA,NA,"",533.777595E-03,-2.03381729
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",96,5.58881569,9.95064640,0.,NA,NA,"",666.135848E-03,-2.03485608
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",97,15.7587147,9.71653366,0.,NA,NA,"",677.219510E-03,-1.93152118
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",98,26.0064583,9.58844948,0.,NA,NA,"",693.556428E-03,-1.82505059
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",99,36.2468758,9.70734406,0.,NA,NA,"",706.741810E-03,-1.70352709
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",100,46.1907387,9.26669502,0.,NA,NA,"",726.460755E-03,-1.56854820
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",101,55.7403641,8.66364384,0.,NA,NA,"",748.055995E-03,-1.42452729
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",102,65.3118820,8.68217468,0.,NA,NA,"",759.451747E-03,-1.26854563
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",103,79.8574829,8.86860847,0.,NA,NA,"",770.858526E-03,-1.01352882
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",104,89.5665207,9.09328842,0.,NA,NA,"",774.340987E-03,-833.861411E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",105,99.4529877,9.65220642,0.,NA,NA,"",769.686878E-03,-645.016551E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",106,109.570229,10.1829510,0.,NA,NA,"",763.168395E-03,-446.728289E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",107,119.813576,10.1720181,0.,NA,NA,"",764.114678E-03,-240.310922E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",108,119.752159,30.0075302,0.,NA,NA,"",383.856922E-03,-244.083285E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",109,109.496246,30.2043915,0.,NA,NA,"",382.297099E-03,-447.108835E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",110,99.4625702,30.6473656,0.,NA,NA,"",378.061891E-03,-643.888116E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",111,89.2278900,30.6678181,0.,NA,NA,"",383.744270E-03,-839.845359E-03
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",112,79.0927277,30.7464180,0.,NA,NA,"",390.067369E-03,-1.02723718
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",113,68.9635086,30.6587582,0.,NA,NA,"",401.017904E-03,-1.20645452
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",114,58.7592812,30.4434185,0.,NA,NA,"",415.680200E-03,-1.37769425
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",115,48.2587395,30.0421600,0.,NA,NA,"",434.014082E-03,-1.54345024
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",116,37.7499619,30.3047218,0.,NA,NA,"",441.694260E-03,-1.69122422
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",117,27.4799824,30.9851837,0.,NA,NA,"",447.549164E-03,-1.81866443
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",118,12.5827341,31.8664989,0.,NA,NA,"",462.933570E-03,-1.97980440
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",119,2.44927073,30.0166874,0.,NA,NA,"",487.114280E-03,-2.04781032
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",120,-8.40721607,28.7531643,0.,NA,NA,"",501.980722E-03,-2.01762676
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",121,-18.7249565,31.1931973,0.,NA,NA,"",527.701914E-03,-1.91850078
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",122,-28.0894814,30.8594112,0.,NA,NA,"",537.879050E-03,-1.81147838
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",123,-37.8377151,30.6008511,0.,NA,NA,"",548.282743E-03,-1.69008732
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",124,-47.9707260,30.4426842,0.,NA,NA,"",557.359934E-03,-1.54783499
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",125,-58.3592224,29.8977051,0.,NA,NA,"",561.278343E-03,-1.38439071
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",126,-68.8909225,29.9024105,0.,NA,NA,"",572.283983E-03,-1.20798266
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",127,-79.1871338,30.0765305,0.,NA,NA,"",584.241033E-03,-1.02575052
Z:/abaqus_part_2/b_2d.odb,load,Increment      1: Step Time =   2.2200E-16,"PART-1-1",128,-89.3767471,30.3140354,0.,NA,NA,"",595.871806E-03,-837.143838E-03
